NumCidades,NumAbelhas,NumFormigas,CustoABC,TempoABC,CustoACO,TempoACO
30,40,10,5.394908,3.9354,5.128906,19.1894
30,40,20,5.394908,4.8770,5.128906,26.9533
30,40,30,5.394908,4.2806,5.128906,41.2543
30,40,40,5.394908,4.2295,5.119125,57.0684
30,40,50,5.394908,4.1860,5.119125,72.7022
30,40,60,5.394908,4.3142,5.119125,82.8404
30,40,70,5.394908,3.7054,5.119125,80.6500
30,40,80,5.394908,3.5868,5.119125,91.9817
30,40,90,5.394908,3.6250,5.119125,102.2626
30,50,10,5.322153,4.4235,5.128906,11.3352
30,50,20,5.322153,4.6615,5.119125,23.0188
30,50,30,5.322153,4.4676,5.119125,34.2265
30,50,40,5.322153,4.5171,5.119125,45.0011
30,50,50,5.322153,4.5630,5.119125,57.0440
30,50,60,5.322153,4.3733,5.119125,66.9393
30,50,70,5.322153,4.4459,5.119125,79.2224
30,50,80,5.322153,4.5593,5.119125,94.7595
30,50,90,5.322153,4.4100,5.119125,101.5120
30,60,10,5.283721,5.3610,5.128906,11.6280
30,60,20,5.283721,5.8006,5.128906,22.9743
30,60,30,5.283721,5.4443,5.119125,34.4743
30,60,40,5.283721,5.3251,5.119125,45.9822
30,60,50,5.283721,5.4391,5.119125,57.2143
30,60,60,5.283721,6.1071,5.119125,67.5906
30,60,70,5.283721,5.3695,5.119125,79.8524
30,60,80,5.283721,5.2838,5.119125,90.8572
30,60,90,5.283721,5.3008,5.119125,119.2204
30,70,10,5.382198,6.3205,5.133676,11.6135
30,70,20,5.382198,6.2561,5.119125,25.5480
30,70,30,5.382198,6.1727,5.119125,33.8062
30,70,40,5.382198,6.3625,5.119125,47.8291
30,70,50,5.382198,6.1929,5.119125,55.8637
30,70,60,5.382198,6.2799,5.119125,69.2165
30,70,70,5.382198,6.1720,5.119125,80.6450
30,70,80,5.382198,6.2419,5.119125,90.6205
30,70,90,5.382198,6.4525,5.119125,103.7914
30,80,10,5.276639,7.1227,5.128906,12.5495
30,80,20,5.276639,7.2124,5.119125,22.9628
30,80,30,5.276639,7.1324,5.119125,34.1515
30,80,40,5.276639,7.1849,5.119125,46.2556
30,80,50,5.276639,7.2709,5.119125,57.3853
30,80,60,5.276639,7.3212,5.119125,68.2792
30,80,70,5.276639,7.3566,5.119125,81.0960
30,80,80,5.276639,7.1513,5.119125,90.5866
30,80,90,5.276639,7.2796,5.119125,103.0958
30,90,10,5.276688,7.9891,5.128906,11.5995
30,90,20,5.276688,8.0173,5.128906,22.7197
30,90,30,5.276688,8.0083,5.128906,33.6008
30,90,40,5.276688,8.0657,5.119125,45.6951
30,90,50,5.276688,8.2185,5.119125,56.2078
30,90,60,5.276688,8.2406,5.119125,68.6645
30,90,70,5.276688,8.1051,5.119125,80.8345
30,90,80,5.276688,8.3601,5.119125,93.4822
30,90,90,5.276688,8.1868,5.119125,101.9484
